"","ma_name","gov_law","gov_practice","country","x6_gender","x19_current_fish_catch","x49_enforcement_responsible","x54_food_availability","cluster_no"
"2614","Socorro","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"2615","Machangulo","True co-management","True co-management","MOZ","F","Declined a lot","Fisheries Management Body","OK","Committed"
"2616","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","M","Declined a lot","National Government","Rather bad","Resistant"
"2617","Sebaste","True co-management","More top-down","PHL","M","Declined slightly","National Government","OK","Committed"
"2618","Socorro","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"2619","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"2620","Libertad","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"2621","Culasi","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Supportive"
"2622","San Benito","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","Good","Resistant"
"2623","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Improved slightly","National Government","OK","Ambivalent"
"2624","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined a lot","No enforcement system","Good","Resistant"
"2625","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Declined slightly","National Government","OK","Ambivalent"
"2626","Dapa","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Ambivalent"
"2627","Sebaste","True co-management","More top-down","PHL","M","Declined a lot","Subnational Government","Good","Ambivalent"
"2628","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined slightly","National Government","Very bad","Resistant"
"2629","Pilar","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"2630","Pilar","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"2631","Vuca","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Rather bad","Supportive"
"2632","Trujillo","More top-down","More top-down","HND","F","Declined a lot","Fisheries Management Body","Very bad","Resistant"
"2633","San Benito","True co-management","More top-down","PHL","M","Improved slightly","National Government","OK","Resistant"
"2634","Del Carmen","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Committed"
"2635","Nhagondzo","True co-management","More bottom-up","MOZ","M","Declined slightly","National Government","OK","Committed"
"2636","Mucocuene","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Rather bad","Supportive"
"2637","Culasi","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Ambivalent"
"2638","Libertad","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Ambivalent"
"2639","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","M","Declined a lot","Fisheries Management Body","OK","Resistant"
"2640","San Isidro","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"2641","Guanaja","More top-down","More bottom-up","HND","M","Stayed the same","Subnational Government","Good","Resistant"
"2642","RESEX Gurupi-Piriá","More top-down","True co-management","BRA","F","Declined a lot","Other","OK","Committed"
"2643","Pilar","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Supportive"
"2644","Pilar","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Supportive"
"2645","Culasi","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Committed"
"2646","Teluk Kolono","More top-down","More top-down","IDN","M","Declined slightly","Fisheries Management Body","Good","Committed"
"2647","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","M","Stayed the same","Subnational Government","Rather bad","Supportive"
"2648","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Committed"
"2649","General Luna","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"2650","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","M","Declined slightly","No enforcement system","Good","Resistant"
"2651","RESEX Soure","More top-down","True co-management","BRA","F","Improved slightly","No enforcement system","Good","Resistant"
"2652","Dapa","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Ambivalent"
"2653","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Stayed the same","National Government","OK","Resistant"
"2654","Guanaja","More top-down","More bottom-up","HND","F","Declined a lot","Subnational Government","Good","Supportive"
"2655","Memba","True co-management","More bottom-up","MOZ","M","Stayed the same","Fisheries Management Body","Good","Committed"
"2656","Memba","True co-management","More bottom-up","MOZ","M","Stayed the same","Fisheries Management Body","Good","Committed"
"2657","RESEX Soure","More top-down","True co-management","BRA","M","Stayed the same","National Government","OK","Ambivalent"
"2658","RESEX São João da Ponta","More top-down","True co-management","BRA","F","Declined a lot","National Government","Very bad","Resistant"
"2659","RESEX Soure","More top-down","True co-management","BRA","M","Stayed the same","No enforcement system","OK","Resistant"
"2660","Trujillo","More top-down","More top-down","HND","M","Declined a lot","Myself","Very good","Supportive"
"2661","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","M","Declined slightly","No enforcement system","OK","Resistant"
"2662","Teluk Kolono","More top-down","More top-down","IDN","M","Declined slightly","Subnational Government","Rather bad","Supportive"
"2663","San Benito","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Committed"
"2664","General Luna","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Ambivalent"
"2665","Dapa","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Ambivalent"
"2666","Guanaja","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","Rather bad","Committed"
"2667","Del Carmen","True co-management","More top-down","PHL","F","Stayed the same","National Government","OK","Ambivalent"
"2668","Socorro","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Supportive"
"2669","Socorro","True co-management","More top-down","PHL","M","Declined a lot","Subnational Government","OK","Ambivalent"
"2670","Mucocuene","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"2671","Guanaja","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","Rather bad","Resistant"
"2672","Pandan","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","Good","Committed"
"2673","Dapa","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Committed"
"2674","Pilar","True co-management","More top-down","PHL","M","Declined a lot","Subnational Government","OK","Ambivalent"
"2675","Pilar","True co-management","More top-down","PHL","M","Declined a lot","Subnational Government","OK","Ambivalent"
"2676","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","M","Declined slightly","Subnational Government","Rather bad","Supportive"
"2677","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Declined a lot","Subnational Government","OK","Supportive"
"2678","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Resistant"
"2679","Del Carmen","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Supportive"
"2680","Trujillo","More top-down","More top-down","HND","M","Declined slightly","Subnational Government","Very bad","Resistant"
"2681","Sebaste","True co-management","More top-down","PHL","F","Declined a lot","Subnational Government","Rather bad","Resistant"
"2682","Dapa","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Committed"
"2683","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","F","Declined a lot","No enforcement system","Very bad","Resistant"
"2684","San Isidro","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"2685","Santa Monica","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","Rather bad","Supportive"
"2686","Trujillo","More top-down","More top-down","HND","M","Declined a lot","Myself","Very bad","Resistant"
"2687","General Luna","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"2688","RESEX Gurupi-Piriá","More top-down","True co-management","BRA","M","Declined slightly","National Government","Good","Resistant"
"2689","Memba","True co-management","More bottom-up","MOZ","M","Declined slightly","National Government","Good","Supportive"
"2690","Vuca","True co-management","More bottom-up","MOZ","M","Stayed the same","National Government","Good","Committed"
"2691","Burgos","True co-management","More top-down","PHL","F","Stayed the same","National Government","OK","Supportive"
